CustomerID,Frequency,Monetary,Recency,Cluster,Segment
13300,1,371.89,169,1,Lost
13301,4,618.09,104,0,At-Risk
13302,1,63.75,155,1,Lost
13304,1,300.42,351,1,Lost
13305,10,2000.86,4,0,At-Risk
13307,1,15.0,120,0,At-Risk
13308,3,1385.51,23,0,At-Risk
13309,5,1456.79,7,0,At-Risk
13310,3,1132.03,28,0,At-Risk
13311,2,598.57,4,0,At-Risk
13313,5,1555.32,22,0,At-Risk
13314,3,775.94,2,0,At-Risk
13316,4,5977.7300000000005,37,0,At-Risk
13317,6,2273.68,66,0,At-Risk
13318,3,640.76,1,0,At-Risk
13319,26,10845.550000000001,5,3,Loyal
13320,4,1548.7,78,0,At-Risk
13321,2,567.36,72,0,At-Risk
13322,1,199.48000000000002,17,0,At-Risk
13323,5,787.85,3,0,At-Risk
13324,10,7121.95,36,0,At-Risk
13325,1,675.3,82,0,At-Risk
13327,8,3627.77,39,0,At-Risk
13328,1,1308.48,316,1,Lost
13329,2,789.0,32,0,At-Risk
13330,3,1140.93,93,0,At-Risk
13332,1,350.9,14,0,At-Risk
13334,3,3536.82,82,0,At-Risk
13336,1,795.12,77,0,At-Risk
13338,1,487.02,158,1,Lost
13339,1,860.12,201,1,Lost
13340,7,10736.48,45,0,At-Risk
13341,1,775.85,261,1,Lost
13343,1,353.43,178,1,Lost
13344,3,2543.72,68,0,At-Risk
13345,1,389.5,288,1,Lost
13347,1,341.36,70,0,At-Risk
13348,1,233.76,64,0,At-Risk
13349,1,247.32,11,0,At-Risk
13350,2,979.12,16,0,At-Risk
13351,1,373.94,66,0,At-Risk
13352,1,397.97999999999996,60,0,At-Risk
13354,1,743.53,71,0,At-Risk
13355,1,674.7,122,0,At-Risk
13356,1,768.24,80,0,At-Risk
13357,1,609.95,257,1,Lost
13358,1,439.03,269,1,Lost
13359,1,439.56,64,0,At-Risk
13362,4,3090.7400000000002,9,0,At-Risk
13363,2,992.5,18,0,At-Risk
13364,1,134.95999999999998,71,0,At-Risk
13365,2,2225.37,34,0,At-Risk
13366,1,56.160000000000004,50,0,At-Risk
13368,2,623.4,257,1,Lost
13369,1,308.28000000000003,366,1,Lost
13370,1,754.87,372,1,Lost
13372,1,378.64,90,0,At-Risk
13373,3,3312.25,61,0,At-Risk
13375,1,778.65,89,0,At-Risk
13376,3,1019.76,99,0,At-Risk
13379,3,572.56,26,0,At-Risk
13381,6,3639.31,32,0,At-Risk
13382,1,222.99,281,1,Lost
13384,7,4151.93,31,0,At-Risk
13385,1,534.57,330,1,Lost
13388,2,677.1,131,0,At-Risk
13389,3,797.96,11,0,At-Risk
13390,1,544.08,75,0,At-Risk
13391,1,59.8,204,1,Lost
13394,8,2520.02,2,0,At-Risk
13395,1,307.72,185,1,Lost
13396,2,1360.99,29,0,At-Risk
13397,5,1544.13,73,0,At-Risk
13398,1,457.34,192,1,Lost
13402,2,621.23,127,0,At-Risk
13403,1,75.0,18,0,At-Risk
13404,2,252.49,1,0,At-Risk
13405,3,572.451,74,0,At-Risk
13408,62,28117.04,2,3,Loyal
13410,5,1003.06,24,0,At-Risk
13411,1,213.55,107,0,At-Risk
13414,3,1390.5,134,0,At-Risk
13416,2,712.5,44,0,At-Risk
13417,2,640.83,5,0,At-Risk
13418,18,6127.43,12,3,Loyal
13419,1,221.06,64,0,At-Risk
13420,2,159.85,150,1,Lost
13421,2,1851.08,40,0,At-Risk
13422,1,2626.3,64,0,At-Risk
13425,3,1624.21,108,0,At-Risk
13426,10,3641.32,1,0,At-Risk
13427,3,582.6,19,0,At-Risk
13428,1,218.47,10,0,At-Risk
13429,4,1006.8,11,0,At-Risk
13430,2,679.45,19,0,At-Risk
13431,2,1269.1,67,0,At-Risk
13434,2,534.24,74,0,At-Risk
13435,7,3809.8900000000003,5,0,At-Risk
13436,1,196.89,2,0,At-Risk
13437,7,3408.06,14,0,At-Risk
13439,1,283.71,255,1,Lost
13441,1,296.64,92,0,At-Risk
13447,3,1129.14,23,0,At-Risk
13448,6,3539.37,17,0,At-Risk
13449,1,291.88,24,0,At-Risk
13450,6,2043.7199999999998,27,0,At-Risk
13451,5,2976.15,26,0,At-Risk
13452,2,590.0,259,1,Lost
13453,2,356.97999999999996,166,1,Lost
13455,2,1058.34,25,0,At-Risk
13456,6,1766.72,18,0,At-Risk
13458,14,9646.57,7,3,Loyal
13460,2,183.44,29,0,At-Risk
13461,3,1445.0,39,0,At-Risk
13462,1,151.5,253,1,Lost
13464,1,674.68,58,0,At-Risk
13466,1,307.9,184,1,Lost
13467,2,1083.71,11,0,At-Risk
13468,37,5704.97,2,3,Loyal
13470,2,165.0,99,0,At-Risk
13471,4,2531.58,1,0,At-Risk
13473,2,422.64,61,0,At-Risk
13474,1,229.59,236,1,Lost
13475,4,1431.78,191,1,Lost
13476,2,1238.47,179,1,Lost
13477,6,1454.58,38,0,At-Risk
13479,2,300.95,201,1,Lost
13481,5,1804.56,46,0,At-Risk
13482,1,184.64,232,1,Lost
13483,1,140.34,66,0,At-Risk
13484,1,313.8,241,1,Lost
13485,1,454.24,233,1,Lost
13486,3,1122.41,78,0,At-Risk
13487,3,575.4,58,0,At-Risk
13488,13,8968.31,17,3,Loyal
13489,4,449.52,105,0,At-Risk
13491,10,1215.82,52,0,At-Risk
13492,3,1269.84,136,0,At-Risk
13493,2,618.63,275,1,Lost
13494,1,316.26000000000005,312,1,Lost
13495,5,2044.8700000000001,8,0,At-Risk
13496,2,653.33,11,0,At-Risk
13497,2,348.05,283,1,Lost
13499,5,1159.11,18,0,At-Risk
13500,3,1166.77,23,0,At-Risk
13501,1,1340.32,288,1,Lost
13502,3,292.0,17,0,At-Risk
13503,1,216.85,71,0,At-Risk
13504,1,295.93,64,0,At-Risk
13505,4,4393.63,73,0,At-Risk
13506,2,458.52,316,1,Lost
13507,4,2479.16,3,0,At-Risk
13508,1,110.97,244,1,Lost
13509,7,979.72,9,0,At-Risk
13510,4,1791.56,1,0,At-Risk
13512,1,251.21,261,1,Lost
13513,1,205.1,127,0,At-Risk
13514,1,152.20000000000002,74,0,At-Risk
13515,4,891.12,73,0,At-Risk
13516,3,1389.41,21,0,At-Risk
13517,3,2128.42,60,0,At-Risk
13518,1,659.4399999999999,86,0,At-Risk
13519,1,122.75,78,0,At-Risk
13520,6,3624.35,59,0,At-Risk
13521,3,1093.65,1,0,At-Risk
13522,1,125.80000000000001,30,0,At-Risk
13523,5,3964.88,33,0,At-Risk
13524,5,680.1800000000001,41,0,At-Risk
13525,2,628.78,15,0,At-Risk
13527,7,2287.51,34,0,At-Risk
13529,2,307.76,79,0,At-Risk
13531,2,483.8,205,1,Lost
13532,1,210.31,34,0,At-Risk
13533,3,270.79,183,1,Lost
13534,25,5870.08,2,3,Loyal
13536,7,3448.29,1,0,At-Risk
13538,7,1280.85,43,0,At-Risk
13539,3,631.34,86,0,At-Risk
13544,2,291.41,40,0,At-Risk
13546,3,626.99,12,0,At-Risk
13548,2,682.41,96,0,At-Risk
13549,7,918.2,26,0,At-Risk
13551,1,91.80000000000001,319,1,Lost
13552,12,3740.07,66,0,At-Risk
13555,4,4149.28,74,0,At-Risk
13557,2,584.06,28,0,At-Risk
13558,4,605.06,6,0,At-Risk
13560,1,174.37,7,0,At-Risk
13561,1,141.85999999999999,216,1,Lost
13562,3,1799.33,82,0,At-Risk
13563,2,777.53,84,0,At-Risk
13564,3,1749.02,144,0,At-Risk
13565,2,240.22,19,0,At-Risk
13566,2,874.71,41,0,At-Risk
13568,1,192.85,173,1,Lost
13569,2,373.75,17,0,At-Risk
13570,1,239.49,243,1,Lost
13571,12,2092.32,13,0,At-Risk
13572,1,1384.25,206,1,Lost
13573,2,294.4,50,0,At-Risk
13575,5,732.0699999999999,23,0,At-Risk
13576,18,6717.34,10,3,Loyal
13577,4,1687.6000000000001,25,0,At-Risk
13579,2,467.04,15,0,At-Risk
13581,1,118.0,309,1,Lost
13583,1,781.03,156,1,Lost
13584,1,142.4,307,1,Lost
13587,1,712.4,64,0,At-Risk
13588,9,2478.95,16,0,At-Risk
13589,2,379.65,15,0,At-Risk
13590,6,1981.92,11,0,At-Risk
13591,3,1117.13,65,0,At-Risk
13592,4,247.95999999999998,36,0,At-Risk
13593,5,2037.0800000000002,108,0,At-Risk
13594,1,396.97,53,0,At-Risk
13596,2,697.04,6,0,At-Risk
13598,1,180.17000000000002,47,0,At-Risk
13599,21,5153.67,1,3,Loyal
13600,1,219.52,312,1,Lost
13601,2,693.32,45,0,At-Risk
13602,1,428.89,65,0,At-Risk
13603,1,164.34,26,0,At-Risk
13606,3,280.53999999999996,29,0,At-Risk
13607,1,678.01,40,0,At-Risk
13610,7,1131.88,12,0,At-Risk
13611,3,1171.8,89,0,At-Risk
13614,4,1610.46,24,0,At-Risk
13615,1,417.69,319,1,Lost
13617,3,544.18,40,0,At-Risk
13618,1,177.34,174,1,Lost
13621,1,213.85,117,0,At-Risk
13623,5,747.78,31,0,At-Risk
13626,1,257.23,253,1,Lost
13627,5,1638.47,59,0,At-Risk
13629,11,7792.36,23,0,At-Risk
13630,7,2031.78,5,0,At-Risk
13631,11,3070.42,100,0,At-Risk
13632,5,2121.27,25,0,At-Risk
13634,5,1575.16,33,0,At-Risk
13635,1,1071.03,68,0,At-Risk
13636,5,949.12,37,0,At-Risk
13637,3,810.5,52,0,At-Risk
13638,1,122.64,16,0,At-Risk
13639,1,1033.34,74,0,At-Risk
13642,1,354.8,216,1,Lost
13643,3,519.44,31,0,At-Risk
13644,4,2624.26,16,0,At-Risk
13645,1,252.1,120,0,At-Risk
13647,4,1678.1200000000001,10,0,At-Risk
13649,2,346.6,257,1,Lost
13650,6,1836.34,17,0,At-Risk
13651,2,94.2,35,0,At-Risk
13652,3,1095.08,46,0,At-Risk
13654,6,2707.33,43,0,At-Risk
13655,2,932.97,114,0,At-Risk
13656,2,379.65,165,1,Lost
13657,2,382.14,11,0,At-Risk
13658,5,2639.17,10,0,At-Risk
13659,2,1573.2,206,1,Lost
13662,3,897.76,86,0,At-Risk
13663,1,189.47,179,1,Lost
13666,3,84.65,60,0,At-Risk
13667,1,305.02,149,1,Lost
13668,21,6363.59,3,3,Loyal
13669,2,218.55,51,0,At-Risk
13670,1,349.7,75,0,At-Risk
13672,2,186.39000000000001,301,1,Lost
13673,2,396.92,19,0,At-Risk
13675,2,486.82000000000005,151,1,Lost
13678,1,232.6,152,1,Lost
13680,4,3722.42,1,0,At-Risk
13681,4,827.83,18,0,At-Risk
13682,1,59.5,187,1,Lost
13684,1,67.23,286,1,Lost
13685,7,3119.44,3,0,At-Risk
13686,1,72.0,183,1,Lost
13689,1,910.0,63,0,At-Risk
13690,1,172.25,59,0,At-Risk
13692,3,1488.32,25,0,At-Risk
13694,50,65039.62,4,3,Loyal
13695,15,2504.13,31,0,At-Risk
13697,1,151.29999999999998,39,0,At-Risk
13699,1,308.58000000000004,155,1,Lost
13700,10,2265.12,26,0,At-Risk
13703,1,99.5,318,1,Lost
13704,9,2308.06,5,0,At-Risk
13705,3,711.86,8,0,At-Risk
13706,1,330.79,303,1,Lost
13707,2,806.41,267,1,Lost
13708,1,296.88,271,1,Lost
13709,13,6328.05,4,0,At-Risk
13710,1,180.48,32,0,At-Risk
13711,2,252.06,219,1,Lost
13712,1,228.84,247,1,Lost
13715,5,1079.34,281,1,Lost
13716,1,138.28,269,1,Lost
13717,6,1445.01,32,0,At-Risk
13718,2,306.55,246,1,Lost
13719,5,1041.68,15,0,At-Risk
13720,4,799.9,117,0,At-Risk
13721,1,524.14,36,0,At-Risk
13722,3,2375.41,132,0,At-Risk
13723,1,199.85000000000002,217,1,Lost
13725,8,1980.56,50,0,At-Risk
13726,2,1079.6599999999999,39,0,At-Risk
13727,2,333.48,29,0,At-Risk
13728,6,1016.14,37,0,At-Risk
13730,2,752.6,136,0,At-Risk
13731,2,610.59,219,1,Lost
13732,1,491.86,28,0,At-Risk
13735,4,2885.2400000000002,25,0,At-Risk
13736,2,731.9,5,0,At-Risk
13737,1,339.59999999999997,200,1,Lost
13739,1,216.9,18,0,At-Risk
13740,1,350.75,241,1,Lost
13741,3,668.4300000000001,72,0,At-Risk
13742,12,3131.02,17,0,At-Risk
13743,7,1341.6,3,0,At-Risk
13744,2,1156.36,95,0,At-Risk
13745,1,300.04,162,1,Lost
13747,1,79.6,374,1,Lost
13748,5,948.25,96,0,At-Risk
13750,5,1647.26,54,0,At-Risk
13751,1,296.25,288,1,Lost
13752,6,1186.28,124,0,At-Risk
13753,1,741.26,288,1,Lost
13754,2,282.59999999999997,152,1,Lost
13755,9,2161.35,4,0,At-Risk
13756,14,5189.52,2,3,Loyal
13758,7,3190.55,12,0,At-Risk
13759,2,659.4100000000001,33,0,At-Risk
13760,2,286.79,54,0,At-Risk
13761,2,1070.65,50,0,At-Risk
13762,1,306.72,219,1,Lost
13763,1,1714.96,63,0,At-Risk
13764,3,1521.76,71,0,At-Risk
13767,37,17220.36,2,3,Loyal
13769,10,2796.51,2,0,At-Risk
13771,4,2634.45,64,0,At-Risk
13772,3,1132.13,34,0,At-Risk
13774,1,345.0,82,0,At-Risk
13777,33,25977.16,1,3,Loyal
13778,1,178.7,103,0,At-Risk
13780,2,360.01,7,0,At-Risk
13781,1,127.84,251,1,Lost
13782,6,912.0,13,0,At-Risk
13784,11,2462.79,10,0,At-Risk
13786,1,230.39999999999998,367,1,Lost
13787,2,309.04,76,0,At-Risk
13790,1,348.8,4,0,At-Risk
13791,2,1516.0,128,0,At-Risk
13792,2,195.55,66,0,At-Risk
13798,57,37153.85,1,3,Loyal
13799,2,688.86,117,0,At-Risk
13800,1,558.32,310,1,Lost
13801,1,324.8,67,0,At-Risk
13802,3,4599.42,139,0,At-Risk
13803,1,277.07,255,1,Lost
13804,7,2635.79,31,0,At-Risk
13805,2,924.6,52,0,At-Risk
13806,1,256.38,64,0,At-Risk
13807,1,112.6,367,1,Lost
13808,5,1747.66,6,0,At-Risk
13809,1,155.05,305,1,Lost
13810,3,1499.01,29,0,At-Risk
13811,3,814.5,184,1,Lost
13812,3,539.0,42,0,At-Risk
13813,4,1366.8600000000001,40,0,At-Risk
13814,2,1579.12,92,0,At-Risk
13815,4,4027.36,22,0,At-Risk
13816,2,571.6700000000001,24,0,At-Risk
13817,2,382.98,29,0,At-Risk
13819,3,1140.35,302,1,Lost
13821,2,385.64,145,1,Lost
13822,2,632.0,6,0,At-Risk
13823,2,957.66,19,0,At-Risk
13824,5,1698.94,33,0,At-Risk
13826,1,189.5,176,1,Lost
13827,3,412.05,58,0,At-Risk
13828,1,209.49,22,0,At-Risk
13831,6,2202.99,16,0,At-Risk
13832,1,52.199999999999996,19,0,At-Risk
13833,1,384.8,159,1,Lost
13835,4,834.57,25,0,At-Risk
13837,2,271.24,212,1,Lost
13838,4,691.73,6,0,At-Risk
13841,1,85.0,253,1,Lost
13842,9,3385.62,59,0,At-Risk
13844,1,361.62,11,0,At-Risk
13845,1,312.98,65,0,At-Risk
13846,3,865.0600000000001,25,0,At-Risk
13848,3,1255.0,92,0,At-Risk
13849,2,1537.95,52,0,At-Risk
13850,1,1595.48,129,0,At-Risk
13851,3,2651.46,96,0,At-Risk
13853,1,1090.14,57,0,At-Risk
13854,25,8109.5199999999995,9,3,Loyal
13856,3,388.5,169,1,Lost
13858,1,216.17,57,0,At-Risk
13859,1,201.16,326,1,Lost
13860,5,1245.9,1,0,At-Risk
13862,8,2209.36,18,0,At-Risk
13863,1,305.78,248,1,Lost
13865,4,501.56,58,0,At-Risk
13866,1,145.67000000000002,74,0,At-Risk
13867,3,1015.29,31,0,At-Risk
13868,2,3192.54,7,0,At-Risk
13869,4,3104.95,123,0,At-Risk
13870,8,2770.94,2,0,At-Risk
13871,13,6403.25,23,0,At-Risk
13873,3,389.6,120,0,At-Risk
13874,1,540.45,358,1,Lost
13875,5,1786.79,54,0,At-Risk
13876,1,122.7,64,0,At-Risk
13877,1,117.24,86,0,At-Risk
13878,1,1281.53,55,0,At-Risk
13880,13,3219.77,21,0,At-Risk
13881,20,17159.52,4,3,Loyal
13882,5,1191.13,3,0,At-Risk
13883,5,2674.48,11,0,At-Risk
13884,5,787.6,7,0,At-Risk
13885,2,506.8,189,1,Lost
13886,1,243.56,71,0,At-Risk
13887,1,349.55,204,1,Lost
13888,2,605.63,120,0,At-Risk
13889,1,416.90000000000003,93,0,At-Risk
13890,10,1883.8100000000002,1,0,At-Risk
13892,4,632.97,27,0,At-Risk
13893,1,821.1,298,1,Lost
13894,3,564.62,24,0,At-Risk
13895,4,2593.07,28,0,At-Risk
13897,1,311.16,50,0,At-Risk
13898,1,155.93,326,1,Lost
13899,2,388.52,16,0,At-Risk
13900,3,740.95,183,1,Lost
13901,5,2867.2,72,0,At-Risk
13904,2,332.64,37,0,At-Risk
13908,4,2369.55,80,0,At-Risk
13911,9,2580.91,57,0,At-Risk
13914,2,626.45,12,0,At-Risk
13917,2,272.04,50,0,At-Risk
13918,2,1212.8400000000001,50,0,At-Risk
13919,2,384.81,59,0,At-Risk
13922,1,172.25,352,1,Lost
13923,1,351.13,54,0,At-Risk
13924,6,1838.8500000000001,2,0,At-Risk
13925,4,678.25,93,0,At-Risk
13926,1,223.85000000000002,23,0,At-Risk
13927,1,348.99,75,0,At-Risk
13928,4,464.57,11,0,At-Risk
13929,2,842.65,169,1,Lost
13930,2,337.34,58,0,At-Risk
13931,2,1237.53,96,0,At-Risk
13932,1,307.4,295,1,Lost
13933,2,608.7900000000001,109,0,At-Risk
13934,1,922.1,264,1,Lost
13936,1,376.58,180,1,Lost
13937,1,158.85,169,1,Lost
13938,1,71.66,35,0,At-Risk
13939,3,568.55,23,0,At-Risk
13940,4,839.14,17,0,At-Risk
13941,5,5112.96,22,0,At-Risk
13946,3,561.5699999999999,79,0,At-Risk
13947,1,90.6,65,0,At-Risk
13948,1,102.0,361,1,Lost
13949,6,2427.32,3,0,At-Risk
13950,4,745.06,11,0,At-Risk
13951,3,674.45,176,1,Lost
13952,2,3251.071,218,1,Lost
13953,7,3515.68,7,0,At-Risk
13954,2,439.92,2,0,At-Risk
13955,2,322.96,154,1,Lost
13956,5,1026.42,5,0,At-Risk
13959,3,598.2,79,0,At-Risk
13960,2,230.22,21,0,At-Risk
13962,2,169.55,22,0,At-Risk
13963,4,664.54,308,1,Lost
13967,1,80.7,146,1,Lost
13969,18,9053.94,7,3,Loyal
13971,8,2758.26,19,0,At-Risk
13972,2,190.25,71,0,At-Risk
13973,1,264.7,287,1,Lost
13974,1,413.59000000000003,49,0,At-Risk
13975,6,2526.28,31,0,At-Risk
13976,1,357.98,207,1,Lost
13978,2,196.79000000000002,15,0,At-Risk
13979,1,869.87,73,0,At-Risk
13980,1,200.14,60,0,At-Risk
13982,4,1871.81,39,0,At-Risk
13983,12,2603.43,30,0,At-Risk
13984,5,920.51,27,0,At-Risk
13985,15,7060.13,4,3,Loyal
13986,1,320.46,17,0,At-Risk
13988,6,4147.96,20,0,At-Risk
13989,2,1266.08,66,0,At-Risk
13990,1,311.3,213,1,Lost
13991,6,855.97,12,0,At-Risk
13992,1,76.8,30,0,At-Risk
13993,9,3466.36,43,0,At-Risk
13994,6,2313.14,4,0,At-Risk
13995,5,1393.69,15,0,At-Risk
13999,12,3901.81,10,0,At-Risk
14000,1,635.66,211,1,Lost
14001,3,2043.0800000000002,46,0,At-Risk
14002,2,529.73,134,0,At-Risk
14004,7,4582.64,43,0,At-Risk
14005,5,2874.72,10,0,At-Risk
14006,3,962.19,116,0,At-Risk
14009,2,695.61,198,1,Lost
14012,1,328.8,278,1,Lost
14013,3,473.02,110,0,At-Risk
14014,1,505.18,77,0,At-Risk
14015,1,917.34,53,0,At-Risk
14016,4,4341.21,162,1,Lost
14019,3,1421.61,47,0,At-Risk
14020,2,642.8,17,0,At-Risk
14021,3,631.9,155,1,Lost
14022,1,440.0,225,1,Lost
14023,2,584.07,7,0,At-Risk
14024,2,327.7,122,0,At-Risk
14027,1,104.82,61,0,At-Risk
14029,2,467.66,63,0,At-Risk
14030,8,2360.09,18,0,At-Risk
14031,19,17286.86,7,3,Loyal
14032,11,2975.59,2,0,At-Risk
14034,3,651.8199999999999,22,0,At-Risk
14035,5,1428.02,29,0,At-Risk
14036,1,626.65,285,1,Lost
14037,2,147.20000000000002,176,1,Lost
14038,3,1560.38,78,0,At-Risk
14039,1,152.2,33,0,At-Risk
14040,12,3614.92,41,0,At-Risk
14041,1,141.41,266,1,Lost
14044,4,652.82,27,0,At-Risk
14045,4,1659.75,109,0,At-Risk
14046,1,154.99,284,1,Lost
14047,5,1308.6100000000001,9,0,At-Risk
14048,1,409.93,305,1,Lost
14049,4,5681.72,17,0,At-Risk
14050,2,746.36,32,0,At-Risk
14051,23,15610.390000000001,1,3,Loyal
14052,1,225.36,20,0,At-Risk
14053,2,260.25,124,0,At-Risk
14054,1,92.46,65,0,At-Risk
14055,1,725.6400000000001,106,0,At-Risk
14056,23,8214.65,1,3,Loyal
14057,17,6217.96,24,3,Loyal
14059,1,183.6,267,1,Lost
14060,19,6140.42,5,3,Loyal
14062,12,10464.85,10,3,Loyal
14064,5,1353.74,29,0,At-Risk
14066,1,152.55,267,1,Lost
14067,2,374.7,64,0,At-Risk
14068,1,265.85,320,1,Lost
14071,8,1438.82,4,0,At-Risk
14073,1,151.04,32,0,At-Risk
14075,3,942.26,5,0,At-Risk
14076,1,122.47,129,0,At-Risk
14077,5,499.41999999999996,41,0,At-Risk
14078,6,1049.37,102,0,At-Risk
14079,1,375.1,125,0,At-Risk
14080,1,45.599999999999994,33,0,At-Risk
14081,2,934.52,302,1,Lost
14082,1,182.25,365,1,Lost
14083,9,1018.43,4,0,At-Risk
14085,18,4448.54,2,3,Loyal
14087,1,194.42,3,0,At-Risk
14088,13,50491.81,10,3,Loyal
14089,1,161.0,57,0,At-Risk
14090,1,76.32000000000001,325,1,Lost
14092,14,4076.91,8,0,At-Risk
14093,1,442.85,12,0,At-Risk
14096,17,65164.79,4,3,Loyal
14098,1,147.35,37,0,At-Risk
14099,11,3104.17,16,0,At-Risk
14100,1,194.9,138,0,At-Risk
14101,6,5976.79,74,0,At-Risk
14102,5,1360.28,5,0,At-Risk
14104,2,216.20999999999998,155,1,Lost
14105,1,1266.23,239,1,Lost
14107,7,2703.23,52,0,At-Risk
14108,2,597.91,31,0,At-Risk
14109,1,144.2,73,0,At-Risk
14110,12,5683.15,4,0,At-Risk
14111,4,692.85,14,0,At-Risk
14112,7,2915.15,23,0,At-Risk
14113,4,1840.42,4,0,At-Risk
14114,2,386.53,274,1,Lost
14116,5,1382.74,20,0,At-Risk
14117,1,90.0,144,1,Lost
14121,4,2780.15,4,0,At-Risk
14124,1,419.58000000000004,84,0,At-Risk
14125,3,2740.43,11,0,At-Risk
14126,3,706.1300000000001,8,0,At-Risk
14127,3,709.71,123,0,At-Risk
14128,2,637.5,61,0,At-Risk
14129,5,1123.8600000000001,2,0,At-Risk
14130,1,483.86,319,1,Lost
14132,11,3586.0299999999997,2,0,At-Risk
14133,3,605.64,130,0,At-Risk
14135,15,4690.31,2,3,Loyal
14138,2,982.3800000000001,2,0,At-Risk
14139,1,415.82,46,0,At-Risk
14140,2,935.05,4,0,At-Risk
14141,4,915.13,3,0,At-Risk
14142,1,311.81,373,1,Lost
14143,1,115.8,134,0,At-Risk
14145,4,3742.2,47,0,At-Risk
14146,5,4191.0,9,0,At-Risk
14147,2,483.4,78,0,At-Risk
14148,1,157.2,234,1,Lost
14149,1,446.62,221,1,Lost
14150,2,658.64,36,0,At-Risk
14152,2,621.29,75,0,At-Risk
14154,2,1345.62,239,1,Lost
14155,1,118.75,266,1,Lost
14156,55,117379.63,10,2,Champions
14157,2,432.88,20,0,At-Risk
14158,1,507.66,40,0,At-Risk
14159,11,4693.01,20,0,At-Risk
14161,3,1110.52,216,1,Lost
14162,2,289.36,174,1,Lost
14163,4,2445.91,87,0,At-Risk
14164,2,1631.77,71,0,At-Risk
14165,1,122.53999999999999,276,1,Lost
14167,4,574.84,39,0,At-Risk
14171,1,363.79,98,0,At-Risk
14173,4,450.84,11,0,At-Risk
14174,1,134.46,33,0,At-Risk
14175,3,3222.3,60,0,At-Risk
14176,4,576.9000000000001,297,1,Lost
14177,4,559.41,86,0,At-Risk
14178,7,1620.93,9,0,At-Risk
14179,2,719.78,41,0,At-Risk
14180,25,4748.52,11,3,Loyal
14184,1,452.89,67,0,At-Risk
14185,1,197.65,331,1,Lost
14188,6,2054.36,31,0,At-Risk
14189,15,4654.08,2,3,Loyal
14191,13,4684.76,2,0,At-Risk
14193,2,853.39,68,0,At-Risk
14194,21,11349.52,5,3,Loyal
14195,2,1012.0,202,1,Lost
14196,1,335.52,107,0,At-Risk
14198,4,701.4,18,0,At-Risk
14199,1,185.39999999999998,218,1,Lost
14201,7,747.44,60,0,At-Risk
14204,1,161.03,2,0,At-Risk
14205,2,466.7,17,0,At-Risk
14206,1,328.15999999999997,239,1,Lost
14208,1,151.74,95,0,At-Risk
14209,6,2073.43,11,0,At-Risk
14210,6,1905.8400000000001,106,0,At-Risk
14211,9,2241.1,53,0,At-Risk
14212,1,1070.48,90,0,At-Risk
14214,5,1004.38,31,0,At-Risk
14215,6,1789.72,12,0,At-Risk
14216,4,1839.3,3,0,At-Risk
14217,17,2004.98,2,3,Loyal
14218,1,169.48000000000002,43,0,At-Risk
14219,1,89.94,4,0,At-Risk
14220,2,632.4,247,1,Lost
14221,9,3432.8,42,0,At-Risk
14222,1,683.17,177,1,Lost
14223,3,991.13,92,0,At-Risk
14224,4,1050.12,110,0,At-Risk
14226,5,2232.19,29,0,At-Risk
14227,10,3350.96,26,0,At-Risk
14229,3,1547.2,52,0,At-Risk
14231,3,925.71,184,1,Lost
14232,5,2048.07,43,0,At-Risk
14233,4,1462.72,49,0,At-Risk
14234,4,775.46,22,0,At-Risk
14235,5,3144.86,75,0,At-Risk
14236,2,490.86,81,0,At-Risk
14237,1,161.0,373,1,Lost
14238,1,146.85,326,1,Lost
14239,11,2380.85,43,0,At-Risk
14240,2,890.34,30,0,At-Risk
14241,1,213.70000000000002,184,1,Lost
14242,2,280.55,235,1,Lost
14243,10,2588.77,9,0,At-Risk
14245,2,1693.45,220,1,Lost
14246,3,1474.06,111,0,At-Risk
14247,1,136.76999999999998,278,1,Lost
14248,1,302.58,318,1,Lost
14250,3,1904.05,7,0,At-Risk
14251,5,2879.7000000000003,2,0,At-Risk
14256,2,969.0600000000001,260,1,Lost
14257,5,3099.7200000000003,64,0,At-Risk
14258,9,12669.98,9,0,At-Risk
14259,1,120.0,142,0,At-Risk
14261,2,1163.45,51,0,At-Risk
14262,8,2618.23,8,0,At-Risk
14264,2,333.97,155,1,Lost
14265,2,530.18,109,0,At-Risk
14267,3,1516.24,163,1,Lost
14270,1,492.65000000000003,332,1,Lost
14271,1,112.32,226,1,Lost
14272,2,437.96,74,0,At-Risk
14273,4,559.97,51,0,At-Risk
14276,3,1119.74,99,0,At-Risk
14277,3,4216.2,15,0,At-Risk
14280,1,134.04,197,1,Lost
14282,15,3729.34,3,3,Loyal
14284,2,595.25,31,0,At-Risk
14285,4,1910.01,21,0,At-Risk
14286,3,4628.75,24,0,At-Risk
14287,3,176.63,8,0,At-Risk
14288,1,426.6,213,1,Lost
14289,6,911.26,9,0,At-Risk
14290,5,2314.65,11,0,At-Risk
14291,11,3883.25,2,0,At-Risk
14292,9,4871.93,8,0,At-Risk
14293,4,1046.56,3,0,At-Risk
14295,1,166.20000000000002,40,0,At-Risk
14297,4,1305.33,18,0,At-Risk
14298,44,51527.3,8,3,Loyal
14299,9,3965.62,8,0,At-Risk
14300,1,43.2,19,0,At-Risk
14301,1,640.14,117,0,At-Risk
14304,1,383.45,223,1,Lost
14305,3,1858.96,71,0,At-Risk
